from_node,to_node,from_bus,to_bus,phase,line_name,linecode,nph_line,length,R_per_len,X_per_len,C_per_len,R_full,X_full,C_full,u_idx,v_idx,from_base_kv,to_base_kv,length_unit
m1069640.2,l2804269.2,m1069640,l2804269,2,Line.ln6106559-1,1ph-x4_acsrx4_acsr,1,0.10114503,1.67466,0.93456,6.32285,0.1693835359398,0.0945260992368,0.6395248529355,118,119,7.199557856794634,7.199557856794634,km
l2804269.2,m1069640.2,l2804269,m1069640,2,Line.ln6106559-1,1ph-x4_acsrx4_acsr,1,0.10114503,1.67466,0.93456,6.32285,0.1693835359398,0.0945260992368,0.6395248529355,119,118,7.199557856794634,7.199557856794634,km
m1026702.1,n1139551.1,m1026702,n1139551,1,Line.ln5714056-3,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.12873466,1.68626,0.924966,7.600980000000001,0.2170801077716,0.11907518352155999,0.9785095759668001,120,123,7.199557856794634,7.199557856794634,km
n1139551.1,m1026702.1,n1139551,m1026702,1,Line.ln5714056-3,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.12873466,1.68626,0.924966,7.600980000000001,0.2170801077716,0.11907518352155999,0.9785095759668001,123,120,7.199557856794634,7.199557856794634,km
m1026702.2,n1139551.2,m1026702,n1139551,2,Line.ln5714056-3,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.12873466,1.6795,0.930531,7.88811,0.21620986147,0.11979159190446,1.0154731588926,121,124,7.199557856794634,7.199557856794634,km
n1139551.2,m1026702.2,n1139551,m1026702,2,Line.ln5714056-3,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.12873466,1.6795,0.930531,7.88811,0.21620986147,0.11979159190446,1.0154731588926,124,121,7.199557856794634,7.199557856794634,km
m1026702.3,n1139551.3,m1026702,n1139551,3,Line.ln5714056-3,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.12873466,1.68836,0.923261,7.78037,0.21735045055760002,0.11885569092626,1.0016032866242,122,125,7.199557856794634,7.199557856794634,km
n1139551.3,m1026702.3,n1139551,m1026702,3,Line.ln5714056-3,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.12873466,1.68836,0.923261,7.78037,0.21735045055760002,0.11885569092626,1.0016032866242,125,122,7.199557856794634,7.199557856794634,km
n1136355.2,l2783231.2,n1136355,l2783231,2,Line.ln5985355-3,1ph-x4_wpalx4_wpal,1,0.072454801,1.63382,0.89683,6.32285,0.11837810296982,0.06497963918083,0.45812083850284996,126,127,7.199557856794634,7.199557856794634,km
l2783231.2,n1136355.2,l2783231,n1136355,2,Line.ln5985355-3,1ph-x4_wpalx4_wpal,1,0.072454801,1.63382,0.89683,6.32285,0.11837810296982,0.06497963918083,0.45812083850284996,127,126,7.199557856794634,7.199557856794634,km
l2748143.1,l3251854.1,l2748143,l3251854,1,Line.ln5531956-1,1ph-2_acsrxx2_acsr,1,0.067056078,1.1223,0.896365,6.495819999999999,0.07525703633940001,0.06010672135647,0.43558421259395996,128,129,7.199557856794634,7.199557856794634,km
l3251854.1,l2748143.1,l3251854,l2748143,1,Line.ln5531956-1,1ph-2_acsrxx2_acsr,1,0.067056078,1.1223,0.896365,6.495819999999999,0.07525703633940001,0.06010672135647,0.43558421259395996,129,128,7.199557856794634,7.199557856794634,km
m1069610.2,m1069600.2,m1069610,m1069600,2,Line.ln5650048-1,1ph-x2_acsrx2_acsr,1,0.060959705,1.1223,0.896365,6.495819999999999,0.0684150769215,0.054642145972325,0.3959832709331,130,131,7.199557856794634,7.199557856794634,km
m1069600.2,m1069610.2,m1069600,m1069610,2,Line.ln5650048-1,1ph-x2_acsrx2_acsr,1,0.060959705,1.1223,0.896365,6.495819999999999,0.0684150769215,0.054642145972325,0.3959832709331,131,130,7.199557856794634,7.199557856794634,km
m1069424.1,l2935549.1,m1069424,l2935549,1,Line.ln6290203-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.088596305,0.66087,0.869947,8.3452,0.05855064008535,0.077074089745835,0.739353884486,132,135,7.199557856794634,7.199557856794634,km
l2935549.1,m1069424.1,l2935549,m1069424,1,Line.ln6290203-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.088596305,0.66087,0.869947,8.3452,0.05855064008535,0.077074089745835,0.739353884486,135,132,7.199557856794634,7.199557856794634,km
m1069424.2,l2935549.2,m1069424,l2935549,2,Line.ln6290203-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.088596305,0.653999,0.878528,8.72099,0.057941894873695,0.07783433463903999,0.7726474899419501,133,136,7.199557856794634,7.199557856794634,km
l2935549.2,m1069424.2,l2935549,m1069424,2,Line.ln6290203-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.088596305,0.653999,0.878528,8.72099,0.057941894873695,0.07783433463903999,0.7726474899419501,136,133,7.199557856794634,7.199557856794634,km
m1069424.3,l2935549.3,m1069424,l2935549,3,Line.ln6290203-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.088596305,0.663007,0.8673,8.57671,0.058739970389135004,0.0768395753265,0.75986481505655,134,137,7.199557856794634,7.199557856794634,km
l2935549.3,m1069424.3,l2935549,m1069424,3,Line.ln6290203-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.088596305,0.663007,0.8673,8.57671,0.058739970389135004,0.0768395753265,0.75986481505655,137,134,7.199557856794634,7.199557856794634,km
p895089.3,l3235242.3,p895089,l3235242,3,Line.ln6134414-1,1ph-xx2_acsr2_acsr,1,0.060507038,1.1223,0.896365,6.495819999999999,0.0679070487474,0.054236391116869995,0.39304282758115994,138,139,7.199557856794634,7.199557856794634,km
l3235242.3,p895089.3,l3235242,p895089,3,Line.ln6134414-1,1ph-xx2_acsr2_acsr,1,0.060507038,1.1223,0.896365,6.495819999999999,0.0679070487474,0.054236391116869995,0.39304282758115994,139,138,7.199557856794634,7.199557856794634,km
m1026795.3,n1140522.3,m1026795,n1140522,3,Line.ln6259998-2,1ph-xx2_acsr2_acsr,1,0.013557509,1.1223,0.896365,6.495819999999999,0.015215592350700002,0.012152476554785,0.08806713811238,140,143,7.199557856794634,7.199557856794634,km
n1140522.3,m1026795.3,n1140522,m1026795,3,Line.ln6259998-2,1ph-xx2_acsr2_acsr,1,0.013557509,1.1223,0.896365,6.495819999999999,0.015215592350700002,0.012152476554785,0.08806713811238,143,140,7.199557856794634,7.199557856794634,km
l3030199.1,m1125934.1,l3030199,m1125934,1,Line.ln6078767-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.029294768,0.270019,0.695974,9.13606,0.007910143960592,0.020388396864032,0.26763875813408,144,147,7.199557856794634,7.199557856794634,km
m1125934.1,l3030199.1,m1125934,l3030199,1,Line.ln6078767-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.029294768,0.270019,0.695974,9.13606,0.007910143960592,0.020388396864032,0.26763875813408,147,144,7.199557856794634,7.199557856794634,km
l3030199.2,m1125934.2,l3030199,m1125934,2,Line.ln6078767-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.029294768,0.264634,0.708729,9.62226,0.007752391634911999,0.020762051629872002,0.28188187433568,145,148,7.199557856794634,7.199557856794634,km
m1125934.2,l3030199.2,m1125934,l3030199,2,Line.ln6078767-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.029294768,0.264634,0.708729,9.62226,0.007752391634911999,0.020762051629872002,0.28188187433568,148,145,7.199557856794634,7.199557856794634,km
l3030199.3,m1125934.3,l3030199,m1125934,3,Line.ln6078767-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.029294768,0.271698,0.692021,9.43197,0.007959329876064,0.020272594646128,0.27630737293296,146,149,7.199557856794634,7.199557856794634,km
m1125934.3,l3030199.3,m1125934,l3030199,3,Line.ln6078767-1,3ph_h-397_acsr397_acsr397_acsr2/0_acsr,3,0.029294768,0.271698,0.692021,9.43197,0.007959329876064,0.020272594646128,0.27630737293296,149,146,7.199557856794634,7.199557856794634,km
m1069189.3,l2860487.3,m1069189,l2860487,3,Line.ln6017300-1,1ph-xx4_wpal4_wpal,1,0.086987129,1.63382,0.89683,6.32285,0.14212131110278,0.07801266690107,0.55000656859765,150,153,7.199557856794634,7.199557856794634,km
l2860487.3,m1069189.3,l2860487,m1069189,3,Line.ln6017300-1,1ph-xx4_wpal4_wpal,1,0.086987129,1.63382,0.89683,6.32285,0.14212131110278,0.07801266690107,0.55000656859765,153,150,7.199557856794634,7.199557856794634,km
221-312488.1,m1089183.1,221-312488,m1089183,1,Line.ln8979257-2,3p_1/0_axnj_db,3,0.013516796,0.8175563333333333,0.2761373333333333,48.6655390619471,0.011050742176174666,0.0037324920026506657,0.6578021637303703,154,157,7.199557856794634,7.199557856794634,km
m1089183.1,221-312488.1,m1089183,221-312488,1,Line.ln8979257-2,3p_1/0_axnj_db,3,0.013516796,0.8175563333333333,0.2761373333333333,48.6655390619471,0.011050742176174666,0.0037324920026506657,0.6578021637303703,157,154,7.199557856794634,7.199557856794634,km
221-312488.2,m1089183.2,221-312488,m1089183,2,Line.ln8979257-2,3p_1/0_axnj_db,3,0.013516796,0.8175563333333333,0.2761373333333333,48.6655390619471,0.011050742176174666,0.0037324920026506657,0.6578021637303703,155,158,7.199557856794634,7.199557856794634,km
m1089183.2,221-312488.2,m1089183,221-312488,2,Line.ln8979257-2,3p_1/0_axnj_db,3,0.013516796,0.8175563333333333,0.2761373333333333,48.6655390619471,0.011050742176174666,0.0037324920026506657,0.6578021637303703,158,155,7.199557856794634,7.199557856794634,km
221-312488.3,m1089183.3,221-312488,m1089183,3,Line.ln8979257-2,3p_1/0_axnj_db,3,0.013516796,0.8175563333333333,0.2761373333333333,48.6655390619471,0.011050742176174666,0.0037324920026506657,0.6578021637303703,156,159,7.199557856794634,7.199557856794634,km
m1089183.3,221-312488.3,m1089183,221-312488,3,Line.ln8979257-2,3p_1/0_axnj_db,3,0.013516796,0.8175563333333333,0.2761373333333333,48.6655390619471,0.011050742176174666,0.0037324920026506657,0.6578021637303703,159,156,7.199557856794634,7.199557856794634,km
m1108464.2,l3102286.2,m1108464,l3102286,2,Line.ln81048109-1,1p_1/0_axnj_db,1,0.10745557,0.958962,0.541276,25.92348339844129,0.10304580831834,0.05816312110732,2.785622684965046,160,161,7.199557856794634,7.199557856794634,km
l3102286.2,m1108464.2,l3102286,m1108464,2,Line.ln81048109-1,1p_1/0_axnj_db,1,0.10745557,0.958962,0.541276,25.92348339844129,0.10304580831834,0.05816312110732,2.785622684965046,161,160,7.199557856794634,7.199557856794634,km
f739845.1,293471.1,f739845,293471,1,Line.293471,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.03048,1.6834,0.9273,7.600980000000001,0.051310032,0.028264104,0.2316778704,162,165,7.199557856794634,7.199557856794634,km
293471.1,f739845.1,293471,f739845,1,Line.293471,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.03048,1.6834,0.9273,7.600980000000001,0.051310032,0.028264104,0.2316778704,165,162,7.199557856794634,7.199557856794634,km
f739845.2,293471.2,f739845,293471,2,Line.293471,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.03048,1.67686,0.932728,7.88811,0.0511106928,0.02842954944,0.2404295928,163,166,7.199557856794634,7.199557856794634,km
293471.2,f739845.2,293471,f739845,2,Line.293471,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.03048,1.67686,0.932728,7.88811,0.0511106928,0.02842954944,0.2404295928,166,163,7.199557856794634,7.199557856794634,km
f739845.3,293471.3,f739845,293471,3,Line.293471,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.03048,1.68543,0.925637,7.78037,0.0513719064,0.028213415760000003,0.2371456776,164,167,7.199557856794634,7.199557856794634,km
293471.3,f739845.3,293471,f739845,3,Line.293471,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.03048,1.68543,0.925637,7.78037,0.0513719064,0.028213415760000003,0.2371456776,167,164,7.199557856794634,7.199557856794634,km
p827499.1,n1139254.1,p827499,n1139254,1,Line.ln5534965-2,1ph-4_acsrxx4_acsr,1,0.006376053,1.67466,0.93456,6.32285,0.010677720916979999,0.005958804091679999,0.040314826711049995,168,169,7.199557856794634,7.199557856794634,km
n1139254.1,p827499.1,n1139254,p827499,1,Line.ln5534965-2,1ph-4_acsrxx4_acsr,1,0.006376053,1.67466,0.93456,6.32285,0.010677720916979999,0.005958804091679999,0.040314826711049995,169,168,7.199557856794634,7.199557856794634,km
m1026657.1,m1026656.1,m1026657,m1026656,1,Line.ln5655683-1,1ph-4_acsrxx4_acsr,1,0.006010467,1.67466,0.93456,6.32285,0.01006548866622,0.00561714203952,0.03800328127095,170,171,7.199557856794634,7.199557856794634,km
m1026656.1,m1026657.1,m1026656,m1026657,1,Line.ln5655683-1,1ph-4_acsrxx4_acsr,1,0.006010467,1.67466,0.93456,6.32285,0.01006548866622,0.00561714203952,0.03800328127095,171,170,7.199557856794634,7.199557856794634,km
m1108299.2,m1108300.2,m1108299,m1108300,2,Line.ln5686247-1,1ph-x4_acsrx4_acsr,1,0.006796901,1.67466,0.93456,6.32285,0.01138249822866,0.00635211179856,0.04297578548785,172,173,7.199557856794634,7.199557856794634,km
m1108300.2,m1108299.2,m1108300,m1108299,2,Line.ln5686247-1,1ph-x4_acsrx4_acsr,1,0.006796901,1.67466,0.93456,6.32285,0.01138249822866,0.00635211179856,0.04297578548785,173,172,7.199557856794634,7.199557856794634,km
l3198355.2,l2805037.2,l3198355,l2805037,2,Line.ln6048642-1,1ph-x4_wpalx4_wpal,1,0.11081571,1.63382,0.89683,6.32285,0.1810529233122,0.0993828531993,0.7006711119735,174,175,7.199557856794634,7.199557856794634,km
l2805037.2,l3198355.2,l2805037,l3198355,2,Line.ln6048642-1,1ph-x4_wpalx4_wpal,1,0.11081571,1.63382,0.89683,6.32285,0.1810529233122,0.0993828531993,0.7006711119735,175,174,7.199557856794634,7.199557856794634,km
n1137994.3,m1069484.3,n1137994,m1069484,3,Line.ln5928544-3,1ph-xx4_wpal4_acsr,1,0.05637094,1.63124,0.898979,6.32285,0.0919545321656,0.05067629127026,0.356424997979,176,177,7.199557856794634,7.199557856794634,km
m1069484.3,n1137994.3,m1069484,n1137994,3,Line.ln5928544-3,1ph-xx4_wpal4_acsr,1,0.05637094,1.63124,0.898979,6.32285,0.0919545321656,0.05067629127026,0.356424997979,177,176,7.199557856794634,7.199557856794634,km
l2860504.1,l2860493.1,l2860504,l2860493,1,Line.ln6108172-1,1ph-2_acsrxx2_acsr,1,0.20838125,1.1223,0.896365,6.495819999999999,0.233866276875,0.18678565915624998,1.3536070913749998,178,179,7.199557856794634,7.199557856794634,km
l2860493.1,l2860504.1,l2860493,l2860504,1,Line.ln6108172-1,1ph-2_acsrxx2_acsr,1,0.20838125,1.1223,0.896365,6.495819999999999,0.233866276875,0.18678565915624998,1.3536070913749998,179,178,7.199557856794634,7.199557856794634,km
m1026783.1,m1026780.1,m1026783,m1026780,1,Line.ln5532754-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.017916335,1.68626,0.924966,7.600980000000001,0.0302115990571,0.016572000719609997,0.13618170400830001,180,183,7.199557856794634,7.199557856794634,km
m1026780.1,m1026783.1,m1026780,m1026783,1,Line.ln5532754-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.017916335,1.68626,0.924966,7.600980000000001,0.0302115990571,0.016572000719609997,0.13618170400830001,183,180,7.199557856794634,7.199557856794634,km
m1026783.2,m1026780.2,m1026783,m1026780,2,Line.ln5532754-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.017916335,1.6795,0.930531,7.88811,0.030090484632499997,0.016671705123884998,0.14132602127684998,181,184,7.199557856794634,7.199557856794634,km
m1026780.2,m1026783.2,m1026780,m1026783,2,Line.ln5532754-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.017916335,1.6795,0.930531,7.88811,0.030090484632499997,0.016671705123884998,0.14132602127684998,184,181,7.199557856794634,7.199557856794634,km
m1026783.3,m1026780.3,m1026783,m1026780,3,Line.ln5532754-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.017916335,1.68836,0.923261,7.78037,0.0302492233606,0.016541453368435,0.13939571534394998,182,185,7.199557856794634,7.199557856794634,km
m1026780.3,m1026783.3,m1026780,m1026783,3,Line.ln5532754-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.017916335,1.68836,0.923261,7.78037,0.0302492233606,0.016541453368435,0.13939571534394998,185,182,7.199557856794634,7.199557856794634,km
p895111.3,l2895496.3,p895111,l2895496,3,Line.ln5591834-1,1ph-xx2_acsr2_acsr,1,0.069855343,1.1223,0.896365,6.495819999999999,0.0783986514489,0.062615884528195,0.45376773416625993,186,187,7.199557856794634,7.199557856794634,km
l2895496.3,p895111.3,l2895496,p895111,3,Line.ln5591834-1,1ph-xx2_acsr2_acsr,1,0.069855343,1.1223,0.896365,6.495819999999999,0.0783986514489,0.062615884528195,0.45376773416625993,187,186,7.199557856794634,7.199557856794634,km
n1140819.1,m1026700.1,n1140819,m1026700,1,Line.ln6347196-2,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.026930613,1.68626,0.924966,7.600980000000001,0.045412015477380004,0.024909901384158,0.20469905080074002,188,191,7.199557856794634,7.199557856794634,km
m1026700.1,n1140819.1,m1026700,n1140819,1,Line.ln6347196-2,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.026930613,1.68626,0.924966,7.600980000000001,0.045412015477380004,0.024909901384158,0.20469905080074002,191,188,7.199557856794634,7.199557856794634,km
n1140819.2,m1026700.2,n1140819,m1026700,2,Line.ln6347196-2,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.026930613,1.6795,0.930531,7.88811,0.0452299645335,0.025059770245503,0.21243163771143,189,192,7.199557856794634,7.199557856794634,km
m1026700.2,n1140819.2,m1026700,n1140819,2,Line.ln6347196-2,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.026930613,1.6795,0.930531,7.88811,0.0452299645335,0.025059770245503,0.21243163771143,192,189,7.199557856794634,7.199557856794634,km
n1140819.3,m1026700.3,n1140819,m1026700,3,Line.ln6347196-2,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.026930613,1.68836,0.923261,7.78037,0.04546856976468,0.024863984688993,0.20953013346681,190,193,7.199557856794634,7.199557856794634,km
m1026700.3,n1140819.3,m1026700,n1140819,3,Line.ln6347196-2,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.026930613,1.68836,0.923261,7.78037,0.04546856976468,0.024863984688993,0.20953013346681,193,190,7.199557856794634,7.199557856794634,km
m1089173.3,l2935551.3,m1089173,l2935551,3,Line.ln5532741-1,1ph-xx4_wpal4_wpal,1,0.060857652,1.63382,0.89683,6.32285,0.09943044899064,0.05457896804316,0.3847938049482,194,195,7.199557856794634,7.199557856794634,km
l2935551.3,m1089173.3,l2935551,m1089173,3,Line.ln5532741-1,1ph-xx4_wpal4_wpal,1,0.060857652,1.63382,0.89683,6.32285,0.09943044899064,0.05457896804316,0.3847938049482,195,194,7.199557856794634,7.199557856794634,km
m1026344.1,m1026364.1,m1026344,m1026364,1,Line.ln5804803-1,1ph-2_acsrxx2_acsr,1,0.29464985,1.1223,0.896365,6.495819999999999,0.330685526655,0.26411381279525,1.9139923886269998,196,197,7.199557856794634,7.199557856794634,km
m1026364.1,m1026344.1,m1026364,m1026344,1,Line.ln5804803-1,1ph-2_acsrxx2_acsr,1,0.29464985,1.1223,0.896365,6.495819999999999,0.330685526655,0.26411381279525,1.9139923886269998,197,196,7.199557856794634,7.199557856794634,km
l2879070.1,l3216345.1,l2879070,l3216345,1,Line.ln6169248-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.089300859,0.66087,0.869947,8.3452,0.059016258687329994,0.077687014384473,0.7452335285268,198,201,7.199557856794634,7.199557856794634,km
l3216345.1,l2879070.1,l3216345,l2879070,1,Line.ln6169248-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.089300859,0.66087,0.869947,8.3452,0.059016258687329994,0.077687014384473,0.7452335285268,201,198,7.199557856794634,7.199557856794634,km
l2879070.2,l3216345.2,l2879070,l3216345,2,Line.ln6169248-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.089300859,0.653999,0.878528,8.72099,0.058402672485141,0.078453305055552,0.77879189833041,199,202,7.199557856794634,7.199557856794634,km
l3216345.2,l2879070.2,l3216345,l2879070,2,Line.ln6169248-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.089300859,0.653999,0.878528,8.72099,0.058402672485141,0.078453305055552,0.77879189833041,202,199,7.199557856794634,7.199557856794634,km
l2879070.3,l3216345.3,l2879070,l3216345,3,Line.ln6169248-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.089300859,0.663007,0.8673,8.57671,0.059207094623013,0.07745063501069999,0.76590757039389,200,203,7.199557856794634,7.199557856794634,km
l3216345.3,l2879070.3,l3216345,l2879070,3,Line.ln6169248-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.089300859,0.663007,0.8673,8.57671,0.059207094623013,0.07745063501069999,0.76590757039389,203,200,7.199557856794634,7.199557856794634,km
m1069428.2,n1139257.2,m1069428,n1139257,2,Line.ln5532786-2,1ph-x2_acsrx1/0_tpx,1,0.016476581,1.03207,0.801436,6.495819999999999,0.017004984952670003,0.013204925170316002,0.10702890439141999,204,207,7.199557856794634,7.199557856794634,km
n1139257.2,m1069428.2,n1139257,m1069428,2,Line.ln5532786-2,1ph-x2_acsrx1/0_tpx,1,0.016476581,1.03207,0.801436,6.495819999999999,0.017004984952670003,0.013204925170316002,0.10702890439141999,207,204,7.199557856794634,7.199557856794634,km
l2991919.1,m1026361.1,l2991919,m1026361,1,Line.ln5744339-1,1ph-4_wpalxx4_acsr,1,0.085291161,1.63124,0.898979,6.32285,0.13913035346964,0.076674962624619,0.53928321732885,208,209,7.199557856794634,7.199557856794634,km
m1026361.1,l2991919.1,m1026361,l2991919,1,Line.ln5744339-1,1ph-4_wpalxx4_acsr,1,0.085291161,1.63124,0.898979,6.32285,0.13913035346964,0.076674962624619,0.53928321732885,209,208,7.199557856794634,7.199557856794634,km
n1147857.1,m1009742.1,n1147857,m1009742,1,Line.ln5531255-3,1ph-4_acsrxx4_acsr,1,0.054752983,1.67466,0.93456,6.32285,0.09169263051078,0.05116994779248,0.34619489856155,210,211,7.199557856794634,7.199557856794634,km
m1009742.1,n1147857.1,m1009742,n1147857,1,Line.ln5531255-3,1ph-4_acsrxx4_acsr,1,0.054752983,1.67466,0.93456,6.32285,0.09169263051078,0.05116994779248,0.34619489856155,211,210,7.199557856794634,7.199557856794634,km
q14412.1,m1047325.1,q14412,m1047325,1,Line.ln5926308-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.033944982,1.6834,0.9273,7.600980000000001,0.0571429826988,0.0314771818086,0.25801512928236003,212,215,7.199557856794634,7.199557856794634,km
m1047325.1,q14412.1,m1047325,q14412,1,Line.ln5926308-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.033944982,1.6834,0.9273,7.600980000000001,0.0571429826988,0.0314771818086,0.25801512928236003,215,212,7.199557856794634,7.199557856794634,km
q14412.2,m1047325.2,q14412,m1047325,2,Line.ln5926308-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.033944982,1.67686,0.932728,7.88811,0.056920982516519995,0.031661435170896,0.26776175196401997,213,216,7.199557856794634,7.199557856794634,km
m1047325.2,q14412.2,m1047325,q14412,2,Line.ln5926308-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.033944982,1.67686,0.932728,7.88811,0.056920982516519995,0.031661435170896,0.26776175196401997,216,213,7.199557856794634,7.199557856794634,km
q14412.3,m1047325.3,q14412,m1047325,3,Line.ln5926308-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.033944982,1.68543,0.925637,7.78037,0.05721189101226,0.031420731303534,0.26410451960333997,214,217,7.199557856794634,7.199557856794634,km
m1047325.3,q14412.3,m1047325,q14412,3,Line.ln5926308-2,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.033944982,1.68543,0.925637,7.78037,0.05721189101226,0.031420731303534,0.26410451960333997,217,214,7.199557856794634,7.199557856794634,km
