node,bus,phase,electrical_distance_ohm,reachable
m1142843.3,m1142843,3,2.0366009585978526,True
l3081380.1,l3081380,1,2.12828577900423,True
l3081380.2,l3081380,2,2.1590721780395485,True
l3081380.3,l3081380,3,2.118817976176908,True
l2804272.2,l2804272,2,7.245897332517744,True
l2841641.2,l2841641,2,7.360031806861541,True
m1069393.2,m1069393,2,12.436225034126714,True
m1069408.2,m1069408,2,12.570090112232615,True
n1142104.1,n1142104,1,4.199199270413299,True
n1142104.2,n1142104,2,4.257683522397906,True
n1142104.3,n1142104,3,4.181226854804942,True
m1108500.1,m1108500,1,4.2331527332079,True
m1108500.2,m1108500,2,4.292092034925886,True
m1108500.3,m1108500,3,4.215040594791946,True
l3216348.1,l3216348,1,15.945724917014424,True
l2841627.1,l2841627,1,16.296709022395884,True
l2916599.1,l2916599,1,10.229496939776526,True
m1047447.2,m1047447,2,14.028261685482107,True
l2954349.2,l2954349,2,14.127889469214194,True
l3235246.2,l3235246,2,13.822754274616088,True
m1125911.2,m1125911,2,3.2668041910788794,True
l2711224.2,l2711224,2,3.4690141282433777,True
n1147863.3,n1147863,3,10.548707468422938,True
l3122817.3,l3122817,3,10.557137033990443,True
m1186061.2,m1186061,2,1.343953230451642,True
m1186061.1,m1186061,1,1.3263474442888252,True
m1186061.3,m1186061,3,1.3550885262136798,True
l2861223.2,l2861223,2,1.413896336580942,True
m1069130.1,m1069130,1,10.216804701941314,True
l3085396.1,l3085396,1,10.36789937875582,True
e182730.1,e182730,1,9.942683951215367,True
n1142109.1,n1142109,1,9.988757216449482,True
m1069417.1,m1069417,1,11.519682972961132,True
m1069417.2,m1069417,2,11.61589767457903,True
m1069417.3,m1069417,3,11.490250863909528,True
n1138597.1,n1138597,1,11.554395775368207,True
n1138597.2,n1138597,2,11.650697171301246,True
n1138597.3,n1138597,3,11.524937927079765,True
m1026987.2,m1026987,2,13.187193284800136,True
m1026990.2,m1026990,2,13.296610419995652,True
m1142832.1,m1142832,1,2.2995487405246617,True
m1142832.2,m1142832,2,2.3326114796181563,True
m1142832.3,m1142832,3,2.2893819885481697,True
l3160865.1,l3160865,1,2.3496249842141195,True
l3160865.2,l3160865,2,2.3833588531266074,True
l3160865.3,l3160865,3,2.339252162140902,True
l2673323.3,l2673323,3,12.357502030795104,True
m1009809.3,m1009809,3,12.49478817849086,True
l2822869.1,l2822869,1,8.719942213816864,True
l2822869.2,l2822869,2,8.807325355535967,True
l2822869.3,l2822869,3,8.693145915566216,True
m1026808.1,m1026808,1,8.902106602319785,True
m1026808.2,m1026808,2,8.989196566520729,True
m1026808.3,m1026808,3,8.875402930260638,True
m1047825.2,m1047825,2,14.923197061983611,True
m1069731.2,m1069731,2,15.088247361129474,True
n1140520.3,n1140520,3,8.882163276420975,True
l2729410.3,l2729410,3,8.914806603054396,True
l3178978.1,l3178978,1,13.688166118459879,True
m1069384.1,m1069384,1,12.188792046218472,True
l3066805.1,l3066805,1,12.2635998637838,True
m4362181.2,m4362181,2,14.829704950153971,True
m1047319.3,m1047319,3,13.047875565664105,True
m1047318.3,m1047318,3,13.189926242512408,True
l3216358.1,l3216358,1,9.882346363060416,True
m1026826.1,m1026826,1,9.969185599371656,True
m1108276.2,m1108276,2,9.329049877188803,True
m1089198.1,m1089198,1,5.21282475024553,True
m1089198.2,m1089198,2,5.284874749526158,True
m1089198.3,m1089198,3,5.1906869782808815,True
m1089201.1,m1089201,1,5.344994343810018,True
m1089201.2,m1089201,2,5.41881570110135,True
m1089201.3,m1089201,3,5.322312677197462,True
m1047763.1,m1047763,1,11.429885968103983,True
m1047763.2,m1047763,2,11.514625265111258,True
m1047763.3,m1047763,3,11.403944526891435,True
n1136027.1,n1136027,1,11.464675917743513,True
l3101827.3,l3101827,3,4.7730422269917225,True
m1108540.3,m1108540,3,5.061710771290837,True
m1026335.1,m1026335,1,14.245487345306246,True
l2804259.1,l2804259,1,14.345865525617631,True
n1136357.3,n1136357,3,6.5258104084586055,True
m1047513.1,m1047513,1,8.137618857886297,True
m1047513.2,m1047513,2,8.225939197691488,True
m1047513.3,m1047513,3,8.11052646227477,True
m1047507.1,m1047507,1,8.271229299531257,True
m1047507.2,m1047507,2,8.359334605113768,True
m1047507.3,m1047507,3,8.24420484160204,True
m1142863.3,m1142863,3,2.2444642132027237,True
m1142863.1,m1142863,1,2.254445359041453,True
m1142863.2,m1142863,2,2.2869036154097953,True
n1141480.3,n1141480,3,2.253295933858865,True
m1125916.2,m1125916,2,3.1187622393684524,True
l2879767.2,l2879767,2,3.2517739926199978,True
l3066809.3,l3066809,3,10.323846532233171,True
m1069487.3,m1069487,3,10.44243104986606,True
m1142818.1,m1142818,1,2.6502023457999497,True
m1142818.2,m1142818,2,2.6879174747103125,True
m1142818.3,m1142818,3,2.6386071246212874,True
p829965.1,p829965,1,2.7799732478880355,True
p829965.2,p829965,2,2.817470214445153,True
p829965.3,p829965,3,2.7684470412476667,True
q14733.1,q14733,1,6.962381845272858,True
q14733.2,q14733,2,7.050262314701927,True
q14733.3,q14733,3,6.935400871307365,True
m1047568.1,m1047568,1,6.978728995231042,True
m1047568.2,m1047568,2,7.066650291239122,True
m1047568.3,m1047568,3,6.951735899998028,True
m1047322.1,m1047322,1,11.066760402981046,True
l2954338.2,l2954338,2,12.648123198761628,True
m1047409.1,m1047409,1,15.650117274296267,True
l2841648.1,l2841648,1,15.89474583014282,True
m1089177.3,m1089177,3,8.30873026092511,True
m1026951.2,m1026951,2,12.171753181026906,True
l2954347.2,l2954347,2,12.267384868247218,True
m4122657.3,m4122657,3,6.002447578447246,True
l3027124.3,l3027124,3,6.319564098463926,True
m1069419.1,m1069419,1,11.37081693311425,True
m1069419.2,m1069419,2,11.466659845695315,True
m1069419.3,m1069419,3,11.341495206918275,True
m1069418.1,m1069418,1,11.423794107728451,True
m1069418.2,m1069418,2,11.51976932941604,True
m1069418.3,m1069418,3,11.39443309942473,True
m1026824.3,m1026824,3,11.815407718960245,True
m1026824.1,m1026824,1,11.844058535144189,True
m1026824.2,m1026824,2,11.937724500900089,True
p859694.3,p859694,3,11.827991167359816,True
m1047453.2,m1047453,2,14.567701539477092,True
l2691948.2,l2691948,2,14.667673634999927,True
p860892.3,p860892,3,7.650418678534542,True
n1139543.3,n1139543,3,7.665833043797407,True
m1089205.1,m1089205,1,5.4231140825968716,True
n1134472.1,n1134472,1,5.450819445670898,True
l2710542.2,l2710542,2,11.748102207715398,True
m3032980.1,m3032980,1,0.9927479958718126,True
m3032980.2,m3032980,2,1.0088124219437251,True
m3032980.3,m3032980,3,0.9877991972467494,True
m3032977.1,m3032977,1,1.1849350299027481,True
m3032977.2,m3032977,2,1.203575177311945,True
m3032977.3,m3032977,3,1.1791953572469227,True
m3763618.3,m3763618,3,8.257044306989329,True
m3763618.1,m3763618,1,8.284980600572494,True
m3763618.2,m3763618,2,8.376081538103929,True
p1121282.3,p1121282,3,8.261211321949592,True
l2917330.1,l2917330,1,3.420182577459953,True
l2861222.1,l2861222,1,3.5918891552870273,True
m1047490.1,m1047490,1,8.792250733222541,True
m1047490.2,m1047490,2,8.88165727619405,True
m1047490.3,m1047490,3,8.764839942495366,True
p1164481.1,p1164481,1,8.844552216194465,True
m1069356.3,m1069356,3,12.55404997848953,True
m1069363.3,m1069363,3,12.650059140354601,True
p828359.3,p828359,3,8.534029451896108,True
l2878848.3,l2878848,3,8.729496015274194,True
m1047486.1,m1047486,1,9.329556554913877,True
m1047486.2,m1047486,2,9.420305005107046,True
m1047486.3,m1047486,3,9.30174735665866,True
l3177665.1,l3177665,1,9.356318151295877,True
l2805036.2,l2805036,2,9.742736971741428,True
l2692654.1,l2692654,1,3.0982956364818253,True
m1125929.1,m1125929,1,3.1017682108328657,True
m1047669.1,m1047669,1,8.935426840445695,True
m1047669.2,m1047669,2,9.023982381273168,True
m1047669.3,m1047669,3,8.908276743259089,True
m1047672.1,m1047672,1,8.941768438146454,True
m1047672.2,m1047672,2,9.030312852388457,True
m1047672.3,m1047672,3,8.914621860139386,True
m1125919.1,m1125919,1,2.9566979216246105,True
m1125919.2,m1125919,2,2.998520753213333,True
m1125919.3,m1125919,3,2.9438414322616224,True
p829961.1,p829961,1,2.97199234211923,True
m1142819.2,m1142819,2,2.631189733767939,True
m1142819.1,m1142819,1,2.594224824541442,True
m1142819.3,m1142819,3,2.5828599579654874,True
p829960.2,p829960,2,2.636002565419399,True
p829979.2,p829979,2,1.191952527993089,True
m3036172.2,m3036172,2,1.2387299450403249,True
m1026883.3,m1026883,3,9.114624707788138,True
m1026898.3,m1026898,3,9.232811544481715,True
m1089143.1,m1089143,1,5.428334186155427,True
m1089143.2,m1089143,2,5.477215536887787,True
m1089143.3,m1089143,3,5.413336572448309,True
l3141400.1,l3141400,1,5.61082623674633,True
m1069481.3,m1069481,3,9.777672498986991,True
m1069481.1,m1069481,1,9.805834853400025,True
m1069481.2,m1069481,2,9.8977727961735,True
p827507.3,p827507,3,9.791756398484365,True
m1026377.1,m1026377,1,14.843302333698071,True
l3048210.1,l3048210,1,15.080315954564826,True
e182722.1,e182722,1,11.791737124785953,True
m1026331.3,m1026331,3,14.281823340997077,True
m1026331.1,m1026331,1,14.292221496961082,True
m1026331.2,m1026331,2,14.326552086176903,True
l3214055.3,l3214055,3,14.398730230682546,True
m1108295.1,m1108295,1,4.0092661855561085,True
m1108295.2,m1108295,2,4.06049861687413,True
m1108295.3,m1108295,3,3.993525134429822,True
l2936279.1,l2936279,1,4.170203702176609,True
l2936279.2,l2936279,2,4.2211771187547615,True
l2936279.3,l2936279,3,4.154544483890192,True
m1026704.2,m1026704,2,15.85942506238938,True
l2841634.2,l2841634,2,16.094897533664664,True
m1047386.2,m1047386,2,11.459461027254727,True
m1047379.2,m1047379,2,11.636672065603442,True
m1089115.1,m1089115,1,7.127845243458191,True
m1089115.2,m1089115,2,7.173999475518508,True
m1089115.3,m1089115,3,7.113710768132639,True
m1026486.2,m1026486,2,13.199965410261019,True
m1026488.2,m1026488,2,13.215482263008196,True
l3010570.1,l3010570,1,14.534335922504715,True
p904451.1,p904451,1,4.043459626245555,True
221-282819.1,221-282819,1,4.0495172166545315,True
m1125968.3,m1125968,3,3.213701521335748,True
m1125968.1,m1125968,1,3.227681839111191,True
m1125968.2,m1125968,2,3.2731646127707905,True
p895107.3,p895107,3,3.2299096843214388,True
n1136999.1,n1136999,1,8.964788114739566,True
m1069412.2,m1069412,2,12.730868584163632,True
l2879061.2,l2879061,2,12.888713777558138,True
m1026947.2,m1026947,2,12.12734419702508,True
m1142880.3,m1142880,3,7.888807271879166,True
l2891575.3,l2891575,3,8.078512210581534,True
m1026848.1,m1026848,1,10.415488581369429,True
m1026847.1,m1026847,1,10.513057167711827,True
l2897793.1,l2897793,1,6.728686946003831,True
m1069521.1,m1069521,1,6.777786522101739,True
m1069175.3,m1069175,3,7.665931230214715,True
m1069175.1,m1069175,1,7.679766387922326,True
m1069175.2,m1069175,2,7.724973477352796,True
l3197637.3,l3197637,3,7.808529896154328,True
l3197635.2,l3197635,2,13.646904533570503,True
l2804257.2,l2804257,2,13.631483560523328,True
l2860485.2,l2860485,2,13.716836485879787,True
l3235945.3,l3235945,3,5.2257267894087125,True
l2842330.3,l2842330,3,5.287064663040141,True
l2804254.1,l2804254,1,12.376617579381815,True
m1047752.1,m1047752,1,12.402129333330272,True
m1166370.3,m1166370,3,1.4410624825101404,True
m1166364.3,m1166364,3,1.5093047206207684,True
m3763619.1,m3763619,1,8.256478845811275,True
m3763619.2,m3763619,2,8.347581436159919,True
m3763619.3,m3763619,3,8.228541379909316,True
m3037540.3,m3037540,3,6.231612722734126,True
l2710509.3,l2710509,3,6.2364140460691395,True
l2763072.2,l2763072,2,15.577733235544002,True
m4118754.2,m4118754,2,15.717481026120051,True
m1089196.1,m1089196,1,5.133051343634669,True
m1089196.2,m1089196,2,5.204032206973887,True
m1089196.3,m1089196,3,5.111241849360303,True
m1047484.1,m1047484,1,9.438508948971005,True
m1047484.2,m1047484,2,9.529529504915686,True
m1047484.3,m1047484,3,9.410618963476496,True
l3010560.1,l3010560,1,9.503064274777984,True
l3010560.2,l3010560,2,9.594246055958648,True
l3010560.3,l3010560,3,9.47512642207873,True
l3254219.3,l3254219,3,10.418288459093093,True
l3254220.3,l3254220,3,10.510456329605617,True
m1026648.1,m1026648,1,12.719091512595691,True
m1026647.1,m1026647,1,12.819241960711027,True
m1089112.3,m1089112,3,7.289792105186145,True
m1089112.1,m1089112,1,7.303832987012144,True
m1089112.2,m1089112,2,7.349691359988042,True
l2691951.3,l2691951,3,7.411013683604845,True
m1108433.2,m1108433,2,5.269277777248098,True
228-1048090-1_int.2,228-1048090-1_int,2,5.4163256250033,True
m1026327.2,m1026327,2,14.66037367267883,True
l2841636.2,l2841636,2,14.861220450266211,True
l2990826.1,l2990826,1,5.571163832879325,True
l2990826.2,l2990826,2,5.583801279341072,True
l2990826.3,l2990826,3,5.521986410099186,True
l2911069.2,l2911069,2,14.608894556479417,True
l2948732.2,l2948732,2,14.92650494224442,True
m1108260.2,m1108260,2,12.663823158142298,True
m1108259.2,m1108259,2,12.730281320722824,True
m1069312.3,m1069312,3,12.377985403978546,True
p873800.3,p873800,3,12.386062981100519,True
m1186078.3,m1186078,3,4.16018225779476,True
l2876797.1,l2876797,1,11.202118300855455,True
l2876797.2,l2876797,2,11.287240505968326,True
l2876797.3,l2876797,3,11.176055728633253,True
r18241.1,r18241,1,11.297083772553918,True
r18241.2,r18241,2,11.382046327926751,True
r18241.3,r18241,3,11.271071704705792,True
l3254227.2,l3254227,2,6.963558785995473,True
m3037455.3,m3037455,3,2.522874069546479,True
l3217052.3,l3217052,3,2.659631381814567,True
p827500.1,p827500,1,10.928223550745185,True
l2822861.1,l2822861,1,11.069266470734476,True
m1047724.1,m1047724,1,9.842572005737724,True
m1047724.2,m1047724,2,9.929903005857458,True
m1047724.3,m1047724,3,9.815811391991424,True
m1047722.1,m1047722,1,9.92406644275635,True
m1047722.2,m1047722,2,10.011260439758512,True
m1047722.3,m1047722,3,9.897349169241597,True
d5534969-2_int.1,d5534969-2_int,1,5.99130473095393,True
d5534969-2_int.2,d5534969-2_int,2,6.073788043319752,True
d5534969-2_int.3,d5534969-2_int,3,5.965963415090941,True
e182729.1,e182729,1,5.9927189445163025,True
e182729.2,e182729,2,6.0752022568821245,True
e182729.3,e182729,3,5.967377628653313,True
n1134477.1,n1134477,1,5.9744251653020894,True
n1134477.2,n1134477,2,6.056682255032068,True
n1134477.3,n1134477,3,5.949153310993528,True
m1166355.1,m1166355,1,2.293001443377608,True
l2858200.1,l2858200,1,2.5078163299761553,True
m1047699.1,m1047699,1,9.197429845742004,True
m1047699.2,m1047699,2,9.285832791794654,True
m1047699.3,m1047699,3,9.170330421499889,True
l2935554.1,l2935554,1,9.347277116459766,True
l2935554.2,l2935554,2,9.435417149514207,True
l2935554.3,l2935554,3,9.320260847831427,True
m1047292.3,m1047292,3,12.979897266815705,True
m1047292.1,m1047292,1,12.990973403204617,True
m1047292.2,m1047292,2,13.027450061761906,True
l2766750.3,l2766750,3,13.091564549273386,True
l3649300.1,l3649300,1,8.903823749984682,True
m1047733.1,m1047733,1,7.818508258756047,True
l3066804.1,l3066804,1,7.967541052980779,True
m3327098.2,m3327098,2,14.916725333399846,True
l2691943.2,l2691943,2,15.299905961807907,True
p829986.1,p829986,1,3.334696160832231,True
m1125904.1,m1125904,1,3.3655208998127235,True
n1139550.1,n1139550,1,13.065952917329803,True
m1026307.2,m1026307,2,18.188604057193437,True
l3085388.2,l3085388,2,18.42869492943418,True
l3233413.2,l3233413,2,5.056944629676973,True
l3122827.1,l3122827,1,11.696940635281596,True
l2954355.1,l2954355,1,11.809141421729766,True
p827576.2,p827576,2,10.931901029836148,True
n1139256.2,n1139256,2,10.945714469467276,True
l2952003.1,l2952003,1,4.552869666296015,True
l2952003.2,l2952003,2,4.601224891783629,True
l2952003.3,l2952003,3,4.538021987975038,True
n1136359.3,n1136359,3,6.549960458403603,True
l3008237.3,l3008237,3,6.605191689728048,True
m1089102.3,m1089102,3,8.16454450151833,True
m1089096.3,m1089096,3,8.489671235824085,True
p895102.2,p895102,2,3.243953481810633,True
m1125978.2,m1125978,2,3.2629844322300268,True
m1026706.1,m1026706,1,11.731838471549278,True
m1026706.2,m1026706,2,11.814560962634323,True
m1026706.3,m1026706,3,11.706519899443533,True
n1140825.1,n1140825,1,11.760900738928765,True
n1140825.2,n1140825,2,11.843576456857473,True
n1140825.3,n1140825,3,11.735596944284003,True
l3141399.3,l3141399,3,9.64924327668012,True
m1069210.3,m1069210,3,9.796761440530668,True
m3763624.3,m3763624,3,8.249206958370813,True
m3763624.1,m3763624,1,8.277143574302313,True
m3763624.2,m3763624,2,8.368244966303026,True
p1121283.3,p1121283,3,8.260179190434137,True
m1142839.3,m1142839,3,2.2351161437311453,True
m1142839.1,m1142839,1,2.2450586621210125,True
m1142839.2,m1142839,2,2.2773911164774416,True
l3067507.3,l3067507,3,2.2757522402382726,True
n1141478.2,n1141478,2,2.6699123930341018,True
m1142826.2,m1142826,2,2.9088310976255354,True
m1108334.3,m1108334,3,4.4227088629539395,True
l2692664.3,l2692664,3,4.497852140955955,True
l2823544.1,l2823544,1,5.536362714024936,True
226-23751.1,226-23751,1,3.377668696247958,True
226-23751.2,226-23751,2,3.425114491903802,True
226-23751.3,226-23751,3,3.3630856784006102,True
p827536.1,p827536,1,9.380460922126332,True
n1137999.1,n1137999,1,9.404243055585141,True
l3027157.1,l3027157,1,10.75894045526502,True
l3027157.2,l3027157,2,10.84477591603637,True
l3027157.3,l3027157,3,10.732652537812982,True
l2973155.1,l2973155,1,10.971241154597166,True
l2973155.2,l2973155,2,11.05673493611581,True
l2973155.3,l2973155,3,10.945061186922766,True
m1186052.1,m1186052,1,1.7885334767885033,True
m1186052.2,m1186052,2,1.806112460776022,True
m1186052.3,m1186052,3,1.8172935690997827,True
198-5320.1,198-5320,1,1.793572217255618,True
198-5320.2,198-5320,2,1.8111512012431368,True
198-5320.3,198-5320,3,1.8223323095668975,True
l3216346.1,l3216346,1,13.955142180516818,True
l2858163.1,l2858163,1,14.199969632443672,True
m1047813.2,m1047813,2,15.212201952893261,True
l2973149.2,l2973149,2,15.340955675455,True
l3086079.2,l3086079,2,1.2439142204165092,True
m1069574.2,m1069574,2,7.75622983283027,True
l2710530.2,l2710530,2,7.828396509671019,True
m1069285.1,m1069285,1,12.48891463771596,True
m1069285.3,m1069285,3,12.45885689591099,True
m4113348.1,m4113348,1,12.491384559874097,True
m4113348.3,m4113348,3,12.461326919660634,True
l2879074.1,l2879074,1,13.448588577685229,True
m1026916.2,m1026916,2,10.496369712284373,True
e193509.1,e193509,1,2.19846975708235,True
e193509.2,e193509,2,2.230177819489583,True
e193509.3,e193509,3,2.188718957948168,True
m1047794.2,m1047794,2,12.478606950471105,True
m1047796.2,m1047796,2,12.66913736574729,True
l3027116.1,l3027116,1,12.375614774509762,True
l3027116.2,l3027116,2,12.413081798511259,True
l3027116.3,l3027116,3,12.364225743121711,True
l2929261.1,l2929261,1,9.350008500955035,True
m1166375.1,m1166375,1,1.6379456790771718,True
m1166375.2,m1166375,2,1.662657147587603,True
m1166375.3,m1166375,3,1.6303418101195661,True
p895080.1,p895080,1,1.6519664420671605,True
l2973156.2,l2973156,2,12.213145215890117,True
m1069311.3,m1069311,3,12.339964596933498,True
m1069311.1,m1069311,1,12.370027228751203,True
m1069311.2,m1069311,2,12.468365642883784,True
m1069208.3,m1069208,3,8.365000892340122,True
l2691945.3,l2691945,3,8.409938982025496,True
n1140820.2,n1140820,2,11.69282683544835,True
m1026468.2,m1026468,2,13.028155661014482,True
p901909.2,p901909,2,13.041997860167129,True
m1026662.1,m1026662,1,12.870661103559106,True
m1026662.3,m1026662,3,12.845522564315639,True
